Pmax (MW),Pmin (MW),Type,Cost ($/MWh),EF,CC,Zone
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,DOM_VA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Landfill_NG,15,0.39,0.43,PN_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,PL_PA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
0.3,0.1,Oil,40,0.82,0.98,DOM_VA
29.4,1,WindOn,0,0,0.28,AP_PA
37.8,1,WindOn,0,0,0.28,AP_PA
2,1,NGCT,26.3,0.59,0.98,RECO_NJ
2,1,NGCT,26.3,0.59,0.98,RECO_NJ
2,1,NGCT,26.3,0.59,0.98,RECO_NJ
2,1,NGCT,26.3,0.59,0.98,RECO_NJ
4,1,Oil,40,0.82,0.98,RECO_NJ
4,1,Oil,40,0.82,0.98,RECO_NJ
102,0,WindOn,0,0,0.28,PL_PA
201.3,0.6,WindOn,0,0,0.28,CE_IN
100,20,WindOn,0,0,0.28,CE_IN
200,3.6,WindOn,0,0,0.28,CE_IN
99,0.3,WindOn,0,0,0.28,CE_IN
6.3,1,NGCT,26.3,0.59,0.98,AEP_VA
50.4,0,WindOn,0,0,0.28,ME_PA
100.5,0,WindOn,0,0,0.28,CE_IL
145,78,NGCC,18.75,0.4,0.98,PN_VA
152,78,NGCC,18.75,0.4,0.98,PN_VA
262,134,NGCC,18.75,0.4,0.98,PN_VA
668,295,Coal,23.57,1.01,0.95,AEP_VA
223.6, ,NGCC,18.75,0.4,0.98,PEP_MD
223.6, ,NGCC,18.75,0.4,0.98,PEP_MD
328.1, ,NGCC,18.75,0.4,0.98,PEP_MD
67,10,NG,22.525,0.495,0.98,AEP_OH
1.6,1.2,Landfill_NG,15,0.39,0.43,ME_PA
1.6,1.2,Landfill_NG,15,0.39,0.43,ME_PA
100.5,1.5,WindOn,0,0,0.28,CE_IL
1.4, ,Landfill_NG,15,0.39,0.43,AEP_OH
1.4, ,Landfill_NG,15,0.39,0.43,AEP_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.4,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
1.6,0.7,Landfill_NG,15,0.39,0.43,ATSI_OH
0.9,0.4,Landfill_NG,15,0.39,0.43,PL_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,PL_PA
1.6, ,SolarPV,0,0,0.35,JC_NJ
106,0,WindOn,0,0,0.28,CE_IN
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.1, ,SolarPV,0,0,0.35,AE_NJ
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.1, ,SolarPV,0,0,0.35,AE_NJ
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.2, ,SolarPV,0,0,0.35,AE_NJ
0.1, ,SolarPV,0,0,0.35,AE_NJ
2.4, ,SolarPV,0,0,0.35,AE_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,AE_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,AE_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,AE_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
0.5, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
0.5, ,SolarPV,0,0,0.35,JC_NJ
1.7, ,SolarPV,0,0,0.35,JC_NJ
1.6,0.8,Landfill_NG,15,0.39,0.43,ME_PA
1.1,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
1.1,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.5, ,SolarPV,0,0,0.35,PS_NJ
0.5, ,SolarPV,0,0,0.35,PS_NJ
0.5, ,SolarPV,0,0,0.35,PS_NJ
0.5, ,SolarPV,0,0,0.35,PS_NJ
5.5,1,Landfill_NG,15,0.39,0.43,PL_PA
5.5,1,Landfill_NG,15,0.39,0.43,PL_PA
1.6,1.3,Landfill_NG,15,0.39,0.43,PL_PA
1.6,1.3,Landfill_NG,15,0.39,0.43,PL_PA
1.6,1.3,Landfill_NG,15,0.39,0.43,PL_PA
1.6,1.3,Landfill_NG,15,0.39,0.43,PL_PA
1.6,1.3,Landfill_NG,15,0.39,0.43,PL_PA
225.3,70,NGCC,18.75,0.4,0.98,PE_NJ
225.3,70,NGCC,18.75,0.4,0.98,PE_NJ
304,135,NGCC,18.75,0.4,0.98,PE_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
66,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
64,40,NGCT,26.3,0.59,0.98,PS_NJ
66,40,NGCT,26.3,0.59,0.98,PS_NJ
1, ,SolarPV,0,0,0.35,DOM_NC
2.9, ,SolarPV,0,0,0.35,DOM_NC
52.5,0,WindOn,0,0,0.28,AP_PA
3, ,SolarPV,0,0,0.35,PL_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,CE_PA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
0.8,0.5,Landfill_NG,15,0.39,0.43,DOM_VA
3.3,1,Landfill_NG,15,0.39,0.43,DOM_VA
3.3,1,Landfill_NG,15,0.39,0.43,DOM_VA
3.3,1,Landfill_NG,15,0.39,0.43,DOM_VA
3.3,1,Landfill_NG,15,0.39,0.43,DOM_VA
100.5,1,WindOn,0,0,0.28,AP_PA
25,5,WindOn,0,0,0.28,CE_SD
2.3, ,SolarPV,0,0,0.35,AE_NJ
1.8, ,SolarPV,0,0,0.35,AE_NJ
300,0,WindOn,0,0,0.28,CE_IL
199.7,1.6,WindOn,0,0,0.28,AEP_IN
106,102,WindOn,0,0,0.28,CE_IL
102.3,1.5,WindOn,0,0,0.28,AEP_IN
200,198,WindOn,0,0,0.28,CE_IL
103.5,1.4,WindOn,0,0,0.28,AEP_IN
239.4,1,WindOn,0,0,0.28,CE_IL
62.5,0,WindOn,0,0,0.28,PN_PA
100.5,0,WindOn,0,0,0.28,AEP_WV
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
0.8,0.5,Landfill_NG,15,0.39,0.43,AP_OH
